InvoiceNumber,CreatedTime,StoreID,PosID,CustomerType,CustomerCardNo,PaymentMethod,DeliveryType,City,State,PinCode,ItemCode,ItemDescription,ItemPrice,ItemQty,TotalValue
27510993,1595689060649,STR8513,POS155,NONPRIME,2389018842,CASH,HOME-DELIVERY,Sitapur,Uttar Pradesh,,523,Oil-lamp clock,1371.0,1,1371.0
27510993,1595689060649,STR8513,POS155,NONPRIME,2389018842,CASH,HOME-DELIVERY,Sitapur,Uttar Pradesh,,473,Mason jars,1358.0,2,2716.0
27510993,1595689060649,STR8513,POS155,NONPRIME,2389018842,CASH,HOME-DELIVERY,Sitapur,Uttar Pradesh,,508,Kitchen knife,2483.0,2,4966.0
64321190,1595689061155,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,343,Massage chair,1354.0,2,2708.0
64321190,1595689061155,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,623,Box Pleat Drapes,1683.0,1,1683.0
64321190,1595689061155,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,518,Hourglass,1598.0,1,1598.0
64321190,1595689061155,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,363,Rocking chair,2021.0,1,2021.0
87384674,1595689061669,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hassan,Karnataka,,248,TV tray table,1947.0,1,1947.0
87384674,1595689061669,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hassan,Karnataka,,518,Hourglass,1598.0,1,1598.0
87384674,1595689061669,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hassan,Karnataka,,528,Projection clock,2365.0,1,2365.0
80928933,1595689062170,STR1955,POS324,NONPRIME,3916555911,CASH,HOME-DELIVERY,Gudivada,Andhra Pradesh,,243,Folding table,738.0,1,738.0
9584075,1595689062671,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,203,Bunk bed,1686.0,1,1686.0
9584075,1595689062671,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,588,Sheer Curtains,801.0,2,1602.0
9584075,1595689062671,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,363,Rocking chair,2021.0,2,4042.0
9584075,1595689062671,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,233,Coffee table,1055.0,1,1055.0
15192022,1595689063172,STR7188,POS682,NONPRIME,1489226224,CASH,TAKEAWAY,,,,208,Canopy bed,508.0,2,1016.0
15192022,1595689063172,STR7188,POS682,NONPRIME,1489226224,CASH,TAKEAWAY,,,,508,Kitchen knife,2483.0,1,2483.0
97653721,1595689063675,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Hyderabad,Andhra Pradesh,,463,Cookie jars,793.0,2,1586.0
97653721,1595689063675,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Hyderabad,Andhra Pradesh,,273,Bedroom set,842.0,1,842.0
97653721,1595689063675,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Hyderabad,Andhra Pradesh,,428,Cocktail glass,1422.0,1,1422.0
8665803,1595689064176,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,518,Hourglass,1598.0,1,1598.0
44914190,1595689064678,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,243,Folding table,738.0,1,738.0
44914190,1595689064678,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,278,Dining set,1940.0,2,3880.0
44914190,1595689064678,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,648,Bottle opener,321.0,2,642.0
44914190,1595689064678,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,393,Hybrid Mattress,2217.0,1,2217.0
3275243,1595689065180,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,328,Dining chair,1223.0,2,2446.0
3275243,1595689065180,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,203,Bunk bed,1686.0,1,1686.0
20049320,1595689065682,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,648,Bottle opener,321.0,2,642.0
20049320,1595689065682,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,548,Cartel clock,1500.0,2,3000.0
20049320,1595689065682,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,408,Confidante,1242.0,1,1242.0
31084762,1595689066184,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,218,Sofa bed,895.0,2,1790.0
31084762,1595689066184,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,588,Sheer Curtains,801.0,1,801.0
31084762,1595689066184,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,208,Canopy bed,508.0,2,1016.0
38894076,1595689067189,STR3781,POS843,NONPRIME,1191112820,CARD,HOME-DELIVERY,Karnal,Haryana,,513,Flip clock,1259.0,2,2518.0
15033431,1595689067189,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Nagaon,Assam,,453,Shot glass,674.0,1,674.0
15033431,1595689067189,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Nagaon,Assam,,473,Mason jars,1358.0,2,2716.0
15033431,1595689067189,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Nagaon,Assam,,363,Rocking chair,2021.0,2,4042.0
15033431,1595689067189,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Nagaon,Assam,,208,Canopy bed,508.0,1,508.0
75279463,1595689067691,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Murwara,Madhya Pradesh,,358,Restraint chair,1943.0,2,3886.0
75279463,1595689067691,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Murwara,Madhya Pradesh,,368,Stool,888.0,2,1776.0
54861321,1595689068694,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,358,Restraint chair,1943.0,1,1943.0
54861321,1595689068694,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,498,Carving knifes,1424.0,1,1424.0
10059434,1595689070700,STR8513,POS311,NONPRIME,8111613552,CASH,TAKEAWAY,,,,243,Folding table,738.0,1,738.0
10059434,1595689070700,STR8513,POS311,NONPRIME,8111613552,CASH,TAKEAWAY,,,,608,Pleated Drapes,1684.0,2,3368.0
10059434,1595689070700,STR8513,POS311,NONPRIME,8111613552,CASH,TAKEAWAY,,,,643,Blow torch,1955.0,2,3910.0
10059434,1595689070700,STR8513,POS311,NONPRIME,8111613552,CASH,TAKEAWAY,,,,683,Grater,370.0,2,740.0
16229856,1595689071202,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,South Dum Dum,West Bengal,,408,Confidante,1242.0,1,1242.0
16229856,1595689071202,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,South Dum Dum,West Bengal,,583,Tab Top Curtains,1329.0,1,1329.0
16229856,1595689071202,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,South Dum Dum,West Bengal,,448,Martini glass,2263.0,2,4526.0
16229856,1595689071202,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,South Dum Dum,West Bengal,,243,Folding table,738.0,1,738.0
84869577,1595689071704,STR7188,POS664,PRIME,9316477281,CARD,HOME-DELIVERY,Satna,Madhya Pradesh,,598,Grommet Curtains,914.0,1,914.0
84869577,1595689071704,STR7188,POS664,PRIME,9316477281,CARD,HOME-DELIVERY,Satna,Madhya Pradesh,,273,Bedroom set,842.0,2,1684.0
80557213,1595689072206,STR3781,POS978,NONPRIME,6244229107,CARD,TAKEAWAY,,,,498,Carving knifes,1424.0,1,1424.0
80557213,1595689072206,STR3781,POS978,NONPRIME,6244229107,CARD,TAKEAWAY,,,,403,Adjustable Air Mattress,1417.0,2,2834.0
38882816,1595689072707,STR6162,POS868,NONPRIME,9282685191,CARD,HOME-DELIVERY,Bellary,Karnataka,,598,Grommet Curtains,914.0,1,914.0
38882816,1595689072707,STR6162,POS868,NONPRIME,9282685191,CARD,HOME-DELIVERY,Bellary,Karnataka,,298,Bardic chair,1649.0,2,3298.0
38882816,1595689072707,STR6162,POS868,NONPRIME,9282685191,CARD,HOME-DELIVERY,Bellary,Karnataka,,373,Latex Mattress,1313.0,2,2626.0
58758390,1595689073209,STR6162,POS987,NONPRIME,8071065242,CASH,TAKEAWAY,,,,513,Flip clock,1259.0,1,1259.0
15095854,1595689074213,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Secunderabad,Andhra Pradesh,,468,Lunch box,1467.0,1,1467.0
43736845,1595689075218,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,273,Bedroom set,842.0,1,842.0
43736845,1595689075218,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,553,Banjo clock,1651.0,1,1651.0
20496677,1595689075720,STR1955,POS769,PRIME,8154556937,CARD,HOME-DELIVERY,Bellary,Karnataka,,483,Teacups and saucers,1781.0,2,3562.0
20496677,1595689075720,STR1955,POS769,PRIME,8154556937,CARD,HOME-DELIVERY,Bellary,Karnataka,,543,Lighthouse clock,636.0,2,1272.0
20496677,1595689075720,STR1955,POS769,PRIME,8154556937,CARD,HOME-DELIVERY,Bellary,Karnataka,,363,Rocking chair,2021.0,2,4042.0
20496677,1595689075720,STR1955,POS769,PRIME,8154556937,CARD,HOME-DELIVERY,Bellary,Karnataka,,618,Pencil Pleat Drapes,1140.0,1,1140.0
79317541,1595689075720,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Guna,Madhya Pradesh,,468,Lunch box,1467.0,1,1467.0
79317541,1595689075720,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Guna,Madhya Pradesh,,223,Hammock,1210.0,1,1210.0
79317541,1595689075720,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Guna,Madhya Pradesh,,383,Innerspring Mattress,655.0,2,1310.0
32959656,1595689076222,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,488,Bread knife,1077.0,2,2154.0
32959656,1595689076222,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,588,Sheer Curtains,801.0,2,1602.0
32959656,1595689076222,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,258,Closet,1687.0,1,1687.0
32959656,1595689076222,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,343,Massage chair,1354.0,1,1354.0
46231917,1595689076724,STR6347,POS994,PRIME,6296964163,CASH,TAKEAWAY,,,,498,Carving knifes,1424.0,2,2848.0
36651849,1595689078230,STR2629,POS768,NONPRIME,1360645962,CARD,HOME-DELIVERY,Mandasor,Madhya Pradesh,,243,Folding table,738.0,1,738.0
43915189,1595689079736,STR2629,POS768,NONPRIME,1360645962,CARD,HOME-DELIVERY,Bellary,Karnataka,,278,Dining set,1940.0,1,1940.0
43915189,1595689079736,STR2629,POS768,NONPRIME,1360645962,CARD,HOME-DELIVERY,Bellary,Karnataka,,478,Teapot,885.0,2,1770.0
43915189,1595689079736,STR2629,POS768,NONPRIME,1360645962,CARD,HOME-DELIVERY,Bellary,Karnataka,,333,Gaming chair,1902.0,1,1902.0
43915189,1595689079736,STR2629,POS768,NONPRIME,1360645962,CARD,HOME-DELIVERY,Bellary,Karnataka,,413,Slipcover,1896.0,1,1896.0
83961800,1595689080238,STR1955,POS837,NONPRIME,7136581152,CASH,HOME-DELIVERY,Dehri,Bihar,,648,Bottle opener,321.0,2,642.0
83961800,1595689080238,STR1955,POS837,NONPRIME,7136581152,CASH,HOME-DELIVERY,Dehri,Bihar,,448,Martini glass,2263.0,1,2263.0
83961800,1595689080238,STR1955,POS837,NONPRIME,7136581152,CASH,HOME-DELIVERY,Dehri,Bihar,,643,Blow torch,1955.0,1,1955.0
64858442,1595689080740,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,573,Eyelet Curtains,642.0,2,1284.0
64858442,1595689080740,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,273,Bedroom set,842.0,1,842.0
64858442,1595689080740,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,558,Balloon clock,1633.0,1,1633.0
64858442,1595689080740,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,678,Fillet knife,350.0,2,700.0
70630270,1595689081744,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Jammu,Jammu and Kashmir,,463,Cookie jars,793.0,2,1586.0
70630270,1595689081744,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Jammu,Jammu and Kashmir,,303,Bench,2251.0,1,2251.0
70630270,1595689081744,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Jammu,Jammu and Kashmir,,633,Cafe Curtains,796.0,1,796.0
70630270,1595689081744,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Jammu,Jammu and Kashmir,,253,Bathroom cabinet,1513.0,2,3026.0
63012704,1595689083250,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Gudivada,Andhra Pradesh,,433,Depression glass,1950.0,2,3900.0
15306150,1595689084254,STR1955,POS493,PRIME,4405006483,CARD,TAKEAWAY,,,,538,Grandmother clock,1301.0,2,2602.0
15306150,1595689084254,STR1955,POS493,PRIME,4405006483,CARD,TAKEAWAY,,,,428,Cocktail glass,1422.0,1,1422.0
43328405,1595689085258,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,448,Martini glass,2263.0,2,4526.0
43328405,1595689085258,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,663,Corkscrew,983.0,2,1966.0
43328405,1595689085258,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,228,Divan,1083.0,2,2166.0
43328405,1595689085258,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,488,Bread knife,1077.0,1,1077.0
68531133,1595689086261,STR1955,POS493,PRIME,4405006483,CARD,TAKEAWAY,,,,243,Folding table,738.0,1,738.0
68531133,1595689086261,STR1955,POS493,PRIME,4405006483,CARD,TAKEAWAY,,,,638,Baster,1214.0,1,1214.0
68531133,1595689086261,STR1955,POS493,PRIME,4405006483,CARD,TAKEAWAY,,,,263,Kitchen cabinet,1050.0,1,1050.0
25778855,1595689087265,STR6162,POS868,NONPRIME,9282685191,CARD,HOME-DELIVERY,Sikar,Rajasthan,,218,Sofa bed,895.0,2,1790.0
25778855,1595689087265,STR6162,POS868,NONPRIME,9282685191,CARD,HOME-DELIVERY,Sikar,Rajasthan,,688,Ladle,570.0,2,1140.0
25778855,1595689087265,STR6162,POS868,NONPRIME,9282685191,CARD,HOME-DELIVERY,Sikar,Rajasthan,,423,Quilt,1485.0,2,2970.0
15366092,1595689087767,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Jammu,Jammu and Kashmir,,448,Martini glass,2263.0,2,4526.0
15366092,1595689087767,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Jammu,Jammu and Kashmir,,288,Hutch,1812.0,1,1812.0
74385106,1595689088769,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Adoni,Andhra Pradesh,,373,Latex Mattress,1313.0,1,1313.0
80079221,1595689088769,STR6347,POS622,PRIME,5697125813,CARD,HOME-DELIVERY,Chennai,Tamil Nadu,,488,Bread knife,1077.0,2,2154.0
80079221,1595689088769,STR6347,POS622,PRIME,5697125813,CARD,HOME-DELIVERY,Chennai,Tamil Nadu,,288,Hutch,1812.0,2,3624.0
32584519,1595689089271,STR3781,POS843,NONPRIME,1191112820,CARD,HOME-DELIVERY,Puri,Odisha,,678,Fillet knife,350.0,2,700.0
32584519,1595689089271,STR3781,POS843,NONPRIME,1191112820,CARD,HOME-DELIVERY,Puri,Odisha,,368,Stool,888.0,2,1776.0
17869003,1595689090274,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,353,Recliner,1585.0,1,1585.0
17869003,1595689090274,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,278,Dining set,1940.0,2,3880.0
17869003,1595689090274,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,558,Balloon clock,1633.0,2,3266.0
17869003,1595689090274,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,218,Sofa bed,895.0,1,895.0
18700809,1595689090274,STR5494,POS384,NONPRIME,6048272250,CARD,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,303,Bench,2251.0,1,2251.0
18700809,1595689090274,STR5494,POS384,NONPRIME,6048272250,CARD,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,313,Brewster Chair,2195.0,2,4390.0
34207958,1595689091277,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,478,Teapot,885.0,1,885.0
34207958,1595689091277,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,263,Kitchen cabinet,1050.0,2,2100.0
38050741,1595689091778,STR5494,POS722,PRIME,9724245321,CASH,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,628,Window Scarf,1774.0,2,3548.0
38050741,1595689091778,STR5494,POS722,PRIME,9724245321,CASH,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,328,Dining chair,1223.0,2,2446.0
12361996,1595689187238,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Kolkata,West Bengal,,528,Projection clock,2365.0,1,2365.0
12361996,1595689187238,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Kolkata,West Bengal,,263,Kitchen cabinet,1050.0,2,2100.0
12361996,1595689187238,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Kolkata,West Bengal,,358,Restraint chair,1943.0,2,3886.0
12361996,1595689187238,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Kolkata,West Bengal,,468,Lunch box,1467.0,2,2934.0
18411092,1595689187662,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,408,Confidante,1242.0,1,1242.0
18411092,1595689187662,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,638,Baster,1214.0,1,1214.0
18411092,1595689187662,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,468,Lunch box,1467.0,1,1467.0
99494678,1595689187762,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,288,Hutch,1812.0,1,1812.0
99494678,1595689187762,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,538,Grandmother clock,1301.0,1,1301.0
30667519,1595689187877,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,623,Box Pleat Drapes,1683.0,1,1683.0
30667519,1595689187877,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,693,Mandoline,250.0,1,250.0
30667519,1595689187877,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,308,Butterfly chair,857.0,2,1714.0
77280732,1595689187877,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Delhi,Delhi,,203,Bunk bed,1686.0,2,3372.0
77280732,1595689187877,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Delhi,Delhi,,213,Infant bed,1755.0,1,1755.0
97537351,1595689188298,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Mangalore,Karnataka,,693,Mandoline,250.0,2,500.0
97537351,1595689188298,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Mangalore,Karnataka,,683,Grater,370.0,2,740.0
97537351,1595689188298,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Mangalore,Karnataka,,483,Teacups and saucers,1781.0,2,3562.0
11415464,1595689188398,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Chapra,Bihar,,488,Bread knife,1077.0,1,1077.0
11415464,1595689188398,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Chapra,Bihar,,413,Slipcover,1896.0,1,1896.0
92544249,1595689188420,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Nagaon,Assam,,278,Dining set,1940.0,2,3880.0
92544249,1595689188420,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Nagaon,Assam,,243,Folding table,738.0,2,1476.0
80293412,1595689188521,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,273,Bedroom set,842.0,1,842.0
80293412,1595689188521,STR1955,POS992,NONPRIME,1482417862,CASH,TAKEAWAY,,,,278,Dining set,1940.0,1,1940.0
74770379,1595689188636,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Faridabad,Haryana,,593,Hanging curtains,1896.0,2,3792.0
74770379,1595689188636,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Faridabad,Haryana,,578,Goblet Pleat Curtains,1765.0,1,1765.0
74770379,1595689188636,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Faridabad,Haryana,,473,Mason jars,1358.0,2,2716.0
76323965,1595689188738,STR1955,POS769,PRIME,8154556937,CARD,HOME-DELIVERY,Unnao,Uttar Pradesh,,633,Cafe Curtains,796.0,2,1592.0
82264945,1595689188738,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Ahmadnagar,Maharastra,,428,Cocktail glass,1422.0,2,2844.0
91053178,1595689188819,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Mandasor,Madhya Pradesh,,218,Sofa bed,895.0,1,895.0
91053178,1595689188819,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Mandasor,Madhya Pradesh,,453,Shot glass,674.0,2,1348.0
42400967,1595689188839,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,563,Chiming clock,2168.0,1,2168.0
42400967,1595689188839,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,628,Window Scarf,1774.0,2,3548.0
42400967,1595689188839,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,638,Baster,1214.0,1,1214.0
42400967,1595689188839,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,203,Bunk bed,1686.0,2,3372.0
42507008,1595689189037,STR6347,POS994,PRIME,6296964163,CASH,TAKEAWAY,,,,658,Chinois,567.0,2,1134.0
56201096,1595689189052,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,673,Dough scraper,980.0,1,980.0
56201096,1595689189052,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,543,Lighthouse clock,636.0,1,636.0
56201096,1595689189052,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,668,Crab cracker,785.0,1,785.0
56201096,1595689189052,STR8513,POS582,PRIME,6705218300,CASH,TAKEAWAY,,,,398,Latex Mattress,773.0,2,1546.0
50027628,1595689189153,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,398,Latex Mattress,773.0,2,1546.0
50027628,1595689189153,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,538,Grandmother clock,1301.0,2,2602.0
50027628,1595689189153,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,368,Stool,888.0,2,1776.0
50027628,1595689189153,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,268,Floating shelf,1894.0,2,3788.0
88915494,1595689189237,STR8513,POS155,NONPRIME,2389018842,CASH,HOME-DELIVERY,South Dum Dum,West Bengal,,423,Quilt,1485.0,1,1485.0
40773010,1595689189253,STR7188,POS682,NONPRIME,1489226224,CASH,TAKEAWAY,,,,503,Chef's knife,1973.0,2,3946.0
64527578,1595689189369,STR8513,POS311,NONPRIME,8111613552,CASH,TAKEAWAY,,,,693,Mandoline,250.0,2,500.0
64527578,1595689189369,STR8513,POS311,NONPRIME,8111613552,CASH,TAKEAWAY,,,,603,Sheer Curtains,1282.0,2,2564.0
84541862,1595689189469,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Unnao,Uttar Pradesh,,398,Latex Mattress,773.0,2,1546.0
84541862,1595689189469,STR7188,POS198,PRIME,5733357005,CARD,HOME-DELIVERY,Unnao,Uttar Pradesh,,383,Innerspring Mattress,655.0,2,1310.0
45654409,1595689189569,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,653,Browning tray,375.0,2,750.0
45654409,1595689189569,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,358,Restraint chair,1943.0,1,1943.0
45654409,1595689189569,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,328,Dining chair,1223.0,2,2446.0
30477542,1595689189785,STR5494,POS121,PRIME,9509332022,CARD,TAKEAWAY,,,,308,Butterfly chair,857.0,2,1714.0
30477542,1595689189785,STR5494,POS121,PRIME,9509332022,CARD,TAKEAWAY,,,,213,Infant bed,1755.0,2,3510.0
30477542,1595689189785,STR5494,POS121,PRIME,9509332022,CARD,TAKEAWAY,,,,323,Chiavari chair,653.0,2,1306.0
29503732,1595689189870,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,Jammu,Jammu and Kashmir,,293,Bar stool,1148.0,1,1148.0
29503732,1595689189870,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,Jammu,Jammu and Kashmir,,593,Hanging curtains,1896.0,1,1896.0
29503732,1595689189870,STR3781,POS494,PRIME,7892154732,CARD,HOME-DELIVERY,Jammu,Jammu and Kashmir,,673,Dough scraper,980.0,1,980.0
98939606,1595689189886,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Sikar,Rajasthan,,378,Air Bed,2263.0,1,2263.0
98939606,1595689189886,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Sikar,Rajasthan,,273,Bedroom set,842.0,2,1684.0
98939606,1595689189886,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Sikar,Rajasthan,,218,Sofa bed,895.0,2,1790.0
70569236,1595689189970,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,388,Memory Foam,1884.0,2,3768.0
70569236,1595689189970,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,613,Goblet Pleat Drapes,1583.0,1,1583.0
70569236,1595689189970,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,323,Chiavari chair,653.0,1,653.0
70569236,1595689189970,STR2629,POS253,NONPRIME,2461788838,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,538,Grandmother clock,1301.0,2,2602.0
67416965,1595689189986,STR7188,POS825,PRIME,7051101351,CASH,HOME-DELIVERY,Delhi,Delhi,,333,Gaming chair,1902.0,1,1902.0
